InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month,Day,Hour
577404,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-11-20 10:16:00,4.25,17243.0,United Kingdom,17.0,2011,11,20,10
577404,82494L,WOODEN FRAME ANTIQUE WHITE,6,2011-11-20 10:16:00,2.95,17243.0,United Kingdom,17.700000000000003,2011,11,20,10
577406,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,2011-11-20 10:36:00,2.95,12702.0,Germany,17.700000000000003,2011,11,20,10
577406,POST,POSTAGE,1,2011-11-20 10:36:00,18.0,12702.0,Germany,18.0,2011,11,20,10
577407,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,2011-11-20 10:37:00,1.25,14739.0,United Kingdom,15.0,2011,11,20,10
577407,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-11-20 10:37:00,1.25,14739.0,United Kingdom,15.0,2011,11,20,10
577410,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-11-20 10:59:00,2.1,14664.0,United Kingdom,2.1,2011,11,20,10
577410,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2011-11-20 10:59:00,2.1,14664.0,United Kingdom,2.1,2011,11,20,10
577410,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,2011-11-20 10:59:00,2.1,14664.0,United Kingdom,2.1,2011,11,20,10
577410,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-11-20 10:59:00,9.95,14664.0,United Kingdom,19.9,2011,11,20,10
577410,85114B,IVORY ENCHANTED FOREST PLACEMAT,1,2011-11-20 10:59:00,1.65,14664.0,United Kingdom,1.65,2011,11,20,10
577410,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,2011-11-20 10:59:00,2.08,14664.0,United Kingdom,6.24,2011,11,20,10
577411,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,2,2011-11-20 11:00:00,2.95,17387.0,United Kingdom,5.9,2011,11,20,11
577411,47310M,SMALL POP BOX FUNKY MONKEY,4,2011-11-20 11:00:00,1.25,17387.0,United Kingdom,5.0,2011,11,20,11
577411,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2011-11-20 11:00:00,4.25,17387.0,United Kingdom,4.25,2011,11,20,11
577411,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-11-20 11:00:00,4.25,17387.0,United Kingdom,4.25,2011,11,20,11
577429,79051A,SMOKEY GREY COLOUR GLASS,24,2011-11-20 11:06:00,0.29,14881.0,United Kingdom,6.959999999999999,2011,11,20,11
577438,84519A,TOMATO CHARLIE+LOLA COASTER SET,1,2011-11-20 11:09:00,1.25,18118.0,United Kingdom,1.25,2011,11,20,11
577438,84519B,CARROT CHARLIE+LOLA COASTER SET,1,2011-11-20 11:09:00,1.25,18118.0,United Kingdom,1.25,2011,11,20,11
577438,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,2011-11-20 11:09:00,1.95,18118.0,United Kingdom,5.85,2011,11,20,11
577438,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-11-20 11:09:00,4.25,18118.0,United Kingdom,4.25,2011,11,20,11
577440,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2011-11-20 11:11:00,1.79,14477.0,United Kingdom,179.0,2011,11,20,11
577472,85099B,JUMBO BAG RED RETROSPOT,20,2011-11-20 11:28:00,2.08,14503.0,United Kingdom,41.6,2011,11,20,11
577473,47567B,TEA TIME KITCHEN APRON,1,2011-11-20 11:28:00,5.95,15919.0,United Kingdom,5.95,2011,11,20,11
577474,POST,POSTAGE,3,2011-11-20 11:30:00,18.0,12778.0,Netherlands,54.0,2011,11,20,11
577476,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-11-20 11:31:00,1.25,12540.0,Spain,15.0,2011,11,20,11
577476,POST,POSTAGE,3,2011-11-20 11:31:00,28.0,12540.0,Spain,84.0,2011,11,20,11
577477,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-11-20 11:32:00,4.25,14157.0,United Kingdom,17.0,2011,11,20,11
577478,85032B,BLOSSOM IMAGES GIFT WRAP SET,12,2011-11-20 11:33:00,0.65,15963.0,United Kingdom,7.800000000000001,2011,11,20,11
577479,35001G,HAND OPEN SHAPE GOLD,6,2011-11-20 11:34:00,4.25,14911.0,EIRE,25.5,2011,11,20,11
577479,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",8,2011-11-20 11:34:00,1.25,14911.0,EIRE,10.0,2011,11,20,11
577479,85024B,EAU DE NILE JEWELLED PHOTOFRAME,12,2011-11-20 11:34:00,1.65,14911.0,EIRE,19.799999999999997,2011,11,20,11
577480,82494L,WOODEN FRAME ANTIQUE WHITE,6,2011-11-20 11:37:00,2.95,14525.0,United Kingdom,17.700000000000003,2011,11,20,11
577480,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-11-20 11:37:00,2.55,14525.0,United Kingdom,163.2,2011,11,20,11
577482,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-11-20 11:43:00,4.25,16762.0,United Kingdom,12.75,2011,11,20,11
577482,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,2011-11-20 11:43:00,2.95,16762.0,United Kingdom,8.850000000000001,2011,11,20,11
577483,84884A,ANT WHITE WIRE HEART SPIRAL,2,2011-11-20 11:50:00,3.95,14502.0,United Kingdom,7.9,2011,11,20,11
577483,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,3,2011-11-20 11:50:00,0.42,14502.0,United Kingdom,1.26,2011,11,20,11
577483,82494L,WOODEN FRAME ANTIQUE WHITE,1,2011-11-20 11:50:00,2.95,14502.0,United Kingdom,2.95,2011,11,20,11
577483,51014L,"FEATHER PEN,LIGHT PINK",12,2011-11-20 11:50:00,0.39,14502.0,United Kingdom,4.68,2011,11,20,11
577483,51014C,"FEATHER PEN,COAL BLACK",12,2011-11-20 11:50:00,0.39,14502.0,United Kingdom,4.68,2011,11,20,11
577483,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1,2011-11-20 11:50:00,0.39,14502.0,United Kingdom,0.39,2011,11,20,11
577483,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,1,2011-11-20 11:50:00,0.39,14502.0,United Kingdom,0.39,2011,11,20,11
577483,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1,2011-11-20 11:50:00,0.39,14502.0,United Kingdom,0.39,2011,11,20,11
577483,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,2011-11-20 11:50:00,0.39,14502.0,United Kingdom,0.39,2011,11,20,11
577483,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-11-20 11:50:00,4.25,14502.0,United Kingdom,4.25,2011,11,20,11
577485,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-11-20 11:56:00,2.95,16360.0,United Kingdom,11.8,2011,11,20,11
577485,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,2011-11-20 11:56:00,1.25,16360.0,United Kingdom,2.5,2011,11,20,11
577485,85049E,SCANDINAVIAN REDS RIBBONS,2,2011-11-20 11:56:00,1.25,16360.0,United Kingdom,2.5,2011,11,20,11
577485,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2011-11-20 11:56:00,2.95,16360.0,United Kingdom,2.95,2011,11,20,11
577485,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-11-20 11:56:00,4.25,16360.0,United Kingdom,4.25,2011,11,20,11
577485,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,2011-11-20 11:56:00,2.95,16360.0,United Kingdom,2.95,2011,11,20,11
577485,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2011-11-20 11:56:00,4.25,16360.0,United Kingdom,4.25,2011,11,20,11
577485,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,1,2011-11-20 11:56:00,2.95,16360.0,United Kingdom,2.95,2011,11,20,11
577485,48173C,DOORMAT BLACK FLOCK,1,2011-11-20 11:56:00,8.25,16360.0,United Kingdom,8.25,2011,11,20,11
577490,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2011-11-20 12:11:00,4.25,16464.0,United Kingdom,4.25,2011,11,20,12
577490,84030E,ENGLISH ROSE HOT WATER BOTTLE,3,2011-11-20 12:11:00,4.25,16464.0,United Kingdom,12.75,2011,11,20,12
577492,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2011-11-20 12:13:00,0.65,16900.0,United Kingdom,10.4,2011,11,20,12
577492,51014A,"FEATHER PEN,HOT PINK",24,2011-11-20 12:13:00,0.39,16900.0,United Kingdom,9.36,2011,11,20,12
577493,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,3,2011-11-20 12:13:00,0.39,17323.0,United Kingdom,1.17,2011,11,20,12
577495,17107D,FLOWER FAIRY 5 DRAWER LINERS,1,2011-11-20 12:20:00,2.55,14704.0,United Kingdom,2.55,2011,11,20,12
577496,82001S,SILVER RECORD COVER FRAME,8,2011-11-20 12:20:00,3.75,16784.0,United Kingdom,30.0,2011,11,20,12
577497,85049A,TRADITIONAL CHRISTMAS RIBBONS,4,2011-11-20 12:22:00,1.25,17555.0,United Kingdom,5.0,2011,11,20,12
577497,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-20 12:22:00,2.08,17555.0,United Kingdom,4.16,2011,11,20,12
577499,85035C,ROSE 3 WICK MORRIS BOX CANDLE,2,2011-11-20 12:24:00,1.25,15906.0,United Kingdom,2.5,2011,11,20,12
577500,85019B,BLOSSOM  IMAGES NOTEBOOK SET,2,2011-11-20 12:30:00,1.25,14052.0,United Kingdom,2.5,2011,11,20,12
577503,84206B,CAT WITH SUNGLASSES BLANK CARD,5,2011-11-20 12:34:00,0.19,18110.0,United Kingdom,0.95,2011,11,20,12
577503,72800B,4 PURPLE FLOCK DINNER CANDLES,1,2011-11-20 12:34:00,2.55,18110.0,United Kingdom,2.55,2011,11,20,12
577503,84086B,YELLOW/BLUE RETRO RADIO,2,2011-11-20 12:34:00,2.95,18110.0,United Kingdom,5.9,2011,11,20,12
577503,84997D,CHILDRENS CUTLERY POLKADOT PINK,2,2011-11-20 12:34:00,4.15,18110.0,United Kingdom,8.3,2011,11,20,12
577503,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,1,2011-11-20 12:34:00,2.55,18110.0,United Kingdom,2.55,2011,11,20,12
577503,84086B,YELLOW/BLUE RETRO RADIO,3,2011-11-20 12:34:00,2.95,18110.0,United Kingdom,8.850000000000001,2011,11,20,12
577503,84086C,PINK/PURPLE RETRO RADIO,2,2011-11-20 12:34:00,2.95,18110.0,United Kingdom,5.9,2011,11,20,12
577503,72800C,4 PINK DINNER CANDLE SILVER FLOCK,1,2011-11-20 12:34:00,2.55,18110.0,United Kingdom,2.55,2011,11,20,12
577503,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,2011-11-20 12:34:00,2.55,18110.0,United Kingdom,2.55,2011,11,20,12
577504,85099F,JUMBO BAG STRAWBERRY,2,2011-11-20 12:36:00,2.08,14159.0,United Kingdom,4.16,2011,11,20,12
577504,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-20 12:36:00,2.08,14159.0,United Kingdom,4.16,2011,11,20,12
577504,84849D,HOT BATHS SOAP HOLDER,2,2011-11-20 12:36:00,1.69,14159.0,United Kingdom,3.38,2011,11,20,12
577504,84849A,HELLO SAILOR BLUE SOAP HOLDER,3,2011-11-20 12:36:00,1.69,14159.0,United Kingdom,5.07,2011,11,20,12
577504,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,2011-11-20 12:36:00,3.75,14159.0,United Kingdom,7.5,2011,11,20,12
577504,47310M,SMALL POP BOX FUNKY MONKEY,1,2011-11-20 12:36:00,1.25,14159.0,United Kingdom,1.25,2011,11,20,12
577504,84510A,SET OF 4 ENGLISH ROSE COASTERS,2,2011-11-20 12:36:00,1.25,14159.0,United Kingdom,2.5,2011,11,20,12
577504,35591T,TURQUOISE CHRISTMAS TREE,1,2011-11-20 12:36:00,1.25,14159.0,United Kingdom,1.25,2011,11,20,12
577504,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,2011-11-20 12:36:00,1.95,14159.0,United Kingdom,1.95,2011,11,20,12
577504,84849D,HOT BATHS SOAP HOLDER,1,2011-11-20 12:36:00,1.69,14159.0,United Kingdom,1.69,2011,11,20,12
577504,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-11-20 12:36:00,0.42,14159.0,United Kingdom,3.36,2011,11,20,12
577504,84596G,SMALL CHOCOLATES PINK BOWL,8,2011-11-20 12:36:00,0.42,14159.0,United Kingdom,3.36,2011,11,20,12
577504,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-11-20 12:36:00,0.42,14159.0,United Kingdom,3.36,2011,11,20,12
577504,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-20 12:36:00,2.95,14159.0,United Kingdom,17.700000000000003,2011,11,20,12
577505,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-11-20 12:37:00,2.95,13118.0,United Kingdom,11.8,2011,11,20,12
577505,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-11-20 12:37:00,4.25,13118.0,United Kingdom,17.0,2011,11,20,12
577505,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,2011-11-20 12:37:00,1.25,13118.0,United Kingdom,1.25,2011,11,20,12
577506,84519B,CARROT CHARLIE+LOLA COASTER SET,2,2011-11-20 12:40:00,1.25,13212.0,United Kingdom,2.5,2011,11,20,12
577506,84519A,TOMATO CHARLIE+LOLA COASTER SET,1,2011-11-20 12:40:00,1.25,13212.0,United Kingdom,1.25,2011,11,20,12
577506,47504H,ENGLISH ROSE SPIRIT LEVEL,2,2011-11-20 12:40:00,0.79,13212.0,United Kingdom,1.58,2011,11,20,12
577506,17107D,FLOWER FAIRY 5 DRAWER LINERS,3,2011-11-20 12:40:00,2.55,13212.0,United Kingdom,7.6499999999999995,2011,11,20,12
577506,51014C,"FEATHER PEN,COAL BLACK",12,2011-11-20 12:40:00,0.39,13212.0,United Kingdom,4.68,2011,11,20,12
577506,85035C,ROSE 3 WICK MORRIS BOX CANDLE,3,2011-11-20 12:40:00,1.25,13212.0,United Kingdom,3.75,2011,11,20,12
577506,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,1,2011-11-20 12:40:00,0.39,13212.0,United Kingdom,0.39,2011,11,20,12
577506,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1,2011-11-20 12:40:00,0.39,13212.0,United Kingdom,0.39,2011,11,20,12
577506,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,2011-11-20 12:40:00,0.39,13212.0,United Kingdom,0.39,2011,11,20,12
577506,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",2,2011-11-20 12:40:00,0.39,13212.0,United Kingdom,0.78,2011,11,20,12
577506,85199L,LARGE HANGING IVORY & RED WOOD BIRD,6,2011-11-20 12:40:00,0.65,13212.0,United Kingdom,3.9000000000000004,2011,11,20,12
577506,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,12,2011-11-20 12:40:00,0.42,13212.0,United Kingdom,5.04,2011,11,20,12
577506,82001S,SILVER RECORD COVER FRAME,3,2011-11-20 12:40:00,3.75,13212.0,United Kingdom,11.25,2011,11,20,12
577507,35598D,PINK/WHITE CHRISTMAS TREE 60CM,1,2011-11-20 12:42:00,0.65,14710.0,United Kingdom,0.65,2011,11,20,12
577507,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,2011-11-20 12:42:00,0.42,14710.0,United Kingdom,0.84,2011,11,20,12
577508,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-11-20 12:45:00,2.95,18127.0,United Kingdom,5.9,2011,11,20,12
577508,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,3,2011-11-20 12:45:00,1.25,18127.0,United Kingdom,3.75,2011,11,20,12
577508,85035C,ROSE 3 WICK MORRIS BOX CANDLE,6,2011-11-20 12:45:00,1.25,18127.0,United Kingdom,7.5,2011,11,20,12
577508,85034C,3 ROSE MORRIS BOXED CANDLES,6,2011-11-20 12:45:00,1.25,18127.0,United Kingdom,7.5,2011,11,20,12
577511,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,2011-11-20 12:53:00,0.42,17561.0,United Kingdom,0.84,2011,11,20,12
577511,51014A,"FEATHER PEN,HOT PINK",12,2011-11-20 12:53:00,0.39,17561.0,United Kingdom,4.68,2011,11,20,12
577511,84970S,HANGING HEART ZINC T-LIGHT HOLDER,6,2011-11-20 12:53:00,0.85,17561.0,United Kingdom,5.1,2011,11,20,12
577516,85049E,SCANDINAVIAN REDS RIBBONS,1,2011-11-20 13:08:00,1.25,16533.0,United Kingdom,1.25,2011,11,20,13
577516,51014L,"FEATHER PEN,LIGHT PINK",12,2011-11-20 13:08:00,0.39,16533.0,United Kingdom,4.68,2011,11,20,13
577517,35001G,HAND OPEN SHAPE GOLD,2,2011-11-20 13:16:00,4.25,16710.0,United Kingdom,8.5,2011,11,20,13
577519,35637A,IVORY STRING CURTAIN WITH POLE,1,2011-11-20 13:20:00,1.95,15044.0,United Kingdom,1.95,2011,11,20,13
577521,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,5,2011-11-20 13:23:00,1.25,16411.0,United Kingdom,6.25,2011,11,20,13
577523,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-20 13:33:00,2.95,12597.0,Spain,17.700000000000003,2011,11,20,13
577523,POST,POSTAGE,1,2011-11-20 13:33:00,28.0,12597.0,Spain,28.0,2011,11,20,13
577526,84997B,CHILDRENS CUTLERY RETROSPOT RED,8,2011-11-20 13:39:00,4.15,16513.0,United Kingdom,33.2,2011,11,20,13
577526,84997C,CHILDRENS CUTLERY POLKADOT BLUE,8,2011-11-20 13:39:00,4.15,16513.0,United Kingdom,33.2,2011,11,20,13
577526,84997A,CHILDRENS CUTLERY POLKADOT GREEN,8,2011-11-20 13:39:00,4.15,16513.0,United Kingdom,33.2,2011,11,20,13
577526,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-11-20 13:39:00,4.15,16513.0,United Kingdom,33.2,2011,11,20,13
577528,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,2011-11-20 13:45:00,1.25,15745.0,United Kingdom,12.5,2011,11,20,13
577528,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,2011-11-20 13:45:00,3.75,15745.0,United Kingdom,15.0,2011,11,20,13
577530,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-11-20 13:48:00,2.95,14950.0,United Kingdom,35.400000000000006,2011,11,20,13
577532,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,3,2011-11-20 14:01:00,0.39,16666.0,United Kingdom,1.17,2011,11,20,14
577532,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,3,2011-11-20 14:01:00,0.39,16666.0,United Kingdom,1.17,2011,11,20,14
577532,75049L,LARGE CIRCULAR MIRROR MOBILE,6,2011-11-20 14:01:00,1.25,16666.0,United Kingdom,7.5,2011,11,20,14
577532,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,3,2011-11-20 14:01:00,0.85,16666.0,United Kingdom,2.55,2011,11,20,14
577532,17012D,ORIGAMI ROSE INCENSE/CANDLE SET,3,2011-11-20 14:01:00,0.85,16666.0,United Kingdom,2.55,2011,11,20,14
577532,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,3,2011-11-20 14:01:00,0.85,16666.0,United Kingdom,2.55,2011,11,20,14
577532,37489D,PINK/GREEN FLOWER DESIGN BIG MUG,3,2011-11-20 14:01:00,0.39,16666.0,United Kingdom,1.17,2011,11,20,14
577532,37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,3,2011-11-20 14:01:00,0.39,16666.0,United Kingdom,1.17,2011,11,20,14
577532,37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,3,2011-11-20 14:01:00,0.39,16666.0,United Kingdom,1.17,2011,11,20,14
577532,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,1,2011-11-20 14:01:00,0.39,16666.0,United Kingdom,0.39,2011,11,20,14
577532,51014C,"FEATHER PEN,COAL BLACK",12,2011-11-20 14:01:00,0.39,16666.0,United Kingdom,4.68,2011,11,20,14
577532,51014A,"FEATHER PEN,HOT PINK",12,2011-11-20 14:01:00,0.39,16666.0,United Kingdom,4.68,2011,11,20,14
577532,51014L,"FEATHER PEN,LIGHT PINK",12,2011-11-20 14:01:00,0.39,16666.0,United Kingdom,4.68,2011,11,20,14
577532,35638A,PINK AND BLACK STRING CURTAIN,1,2011-11-20 14:01:00,1.95,16666.0,United Kingdom,1.95,2011,11,20,14
577532,35637C,PINK STRING CURTAIN WITH POLE,1,2011-11-20 14:01:00,1.95,16666.0,United Kingdom,1.95,2011,11,20,14
577532,35638B,PINK/BLUE STRING CURTAIN,1,2011-11-20 14:01:00,1.95,16666.0,United Kingdom,1.95,2011,11,20,14
577533,84706F,RED PEONY TABLE CLOCK,1,2011-11-20 14:04:00,2.95,16877.0,United Kingdom,2.95,2011,11,20,14
577533,84661B,BLACK SQUARE TABLE CLOCK,1,2011-11-20 14:04:00,2.55,16877.0,United Kingdom,2.55,2011,11,20,14
577533,84661A,WHITE SQUARE TABLE CLOCK,1,2011-11-20 14:04:00,2.55,16877.0,United Kingdom,2.55,2011,11,20,14
577533,84659A,WHITE TRAVEL ALARM CLOCK,1,2011-11-20 14:04:00,2.55,16877.0,United Kingdom,2.55,2011,11,20,14
577533,81952V,ROUND PURPLE CLOCK WITH SUCKER,3,2011-11-20 14:04:00,0.19,16877.0,United Kingdom,0.5700000000000001,2011,11,20,14
577533,82494L,WOODEN FRAME ANTIQUE WHITE,4,2011-11-20 14:04:00,2.95,16877.0,United Kingdom,11.8,2011,11,20,14
577533,84663A,GRASS HOPPER WOODEN WALL CLOCK,7,2011-11-20 14:04:00,0.79,16877.0,United Kingdom,5.53,2011,11,20,14
577535,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2011-11-20 14:07:00,2.08,14071.0,United Kingdom,2.08,2011,11,20,14
577536,47504H,ENGLISH ROSE SPIRIT LEVEL,1,2011-11-20 14:14:00,0.79,15850.0,United Kingdom,0.79,2011,11,20,14
577536,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1,2011-11-20 14:14:00,0.42,15850.0,United Kingdom,0.42,2011,11,20,14
577538,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-20 14:20:00,2.08,18040.0,United Kingdom,20.8,2011,11,20,14
577539,35095A,BLUE VICTORIAN FABRIC OVAL BOX,24,2011-11-20 14:24:00,0.42,14547.0,United Kingdom,10.08,2011,11,20,14
577539,72225C,LAVENDER SCENT CAKE CANDLE,24,2011-11-20 14:24:00,0.29,14547.0,United Kingdom,6.959999999999999,2011,11,20,14
577539,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,24,2011-11-20 14:24:00,1.25,14547.0,United Kingdom,30.0,2011,11,20,14
577539,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,24,2011-11-20 14:24:00,0.85,14547.0,United Kingdom,20.4,2011,11,20,14
577539,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,24,2011-11-20 14:24:00,0.85,14547.0,United Kingdom,20.4,2011,11,20,14
577540,82494L,WOODEN FRAME ANTIQUE WHITE,1,2011-11-20 14:28:00,2.95,14984.0,United Kingdom,2.95,2011,11,20,14
577540,48173C,DOORMAT BLACK FLOCK,1,2011-11-20 14:28:00,8.25,14984.0,United Kingdom,8.25,2011,11,20,14
577541,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-11-20 14:31:00,4.25,16899.0,United Kingdom,17.0,2011,11,20,14
577542,84876B,GREEN HEART COMPACT MIRROR,4,2011-11-20 14:33:00,1.25,13565.0,United Kingdom,5.0,2011,11,20,14
577544,85049A,TRADITIONAL CHRISTMAS RIBBONS,6,2011-11-20 14:43:00,1.25,17758.0,United Kingdom,7.5,2011,11,20,14
577544,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,3,2011-11-20 14:43:00,1.25,17758.0,United Kingdom,3.75,2011,11,20,14
577544,82616B,FRAPPUCINO SCARF KNITTING KIT,3,2011-11-20 14:43:00,1.25,17758.0,United Kingdom,3.75,2011,11,20,14
577544,84997C,CHILDRENS CUTLERY POLKADOT BLUE,1,2011-11-20 14:43:00,4.15,17758.0,United Kingdom,4.15,2011,11,20,14
577549,35598A,DUSTY PINK CHRISTMAS TREE 60CM,3,2011-11-20 15:00:00,2.95,17841.0,United Kingdom,8.850000000000001,2011,11,20,15
577549,84596G,SMALL CHOCOLATES PINK BOWL,8,2011-11-20 15:00:00,0.42,17841.0,United Kingdom,3.36,2011,11,20,15
577549,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-11-20 15:00:00,0.42,17841.0,United Kingdom,3.36,2011,11,20,15
577549,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-11-20 15:00:00,0.42,17841.0,United Kingdom,3.36,2011,11,20,15
577549,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2011-11-20 15:00:00,2.1,17841.0,United Kingdom,2.1,2011,11,20,15
577549,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,2,2011-11-20 15:00:00,2.55,17841.0,United Kingdom,5.1,2011,11,20,15
577549,85199S,SMALL HANGING IVORY/RED WOOD BIRD,4,2011-11-20 15:00:00,0.42,17841.0,United Kingdom,1.68,2011,11,20,15
577549,47566B,TEA TIME PARTY BUNTING,2,2011-11-20 15:00:00,4.95,17841.0,United Kingdom,9.9,2011,11,20,15
577549,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,6,2011-11-20 15:00:00,0.42,17841.0,United Kingdom,2.52,2011,11,20,15
577549,84596F,SMALL MARSHMALLOWS PINK BOWL,3,2011-11-20 15:00:00,0.42,17841.0,United Kingdom,1.26,2011,11,20,15
577549,47559B,TEA TIME OVEN GLOVE,2,2011-11-20 15:00:00,1.25,17841.0,United Kingdom,2.5,2011,11,20,15
577550,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-20 15:05:00,2.08,17738.0,United Kingdom,20.8,2011,11,20,15
577550,84875B,GREEN SQUARE COMPACT MIRROR,24,2011-11-20 15:05:00,1.25,17738.0,United Kingdom,30.0,2011,11,20,15
577551,POST,POSTAGE,2,2011-11-20 15:21:00,15.0,12395.0,Belgium,30.0,2011,11,20,15
577552,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-20 15:27:00,2.08,14282.0,United Kingdom,20.8,2011,11,20,15
577554,35833P,4 PINK FLOCK CHRISTMAS BALLS,3,2011-11-20 15:35:00,1.25,15533.0,United Kingdom,3.75,2011,11,20,15
577554,35819B,"ACRYLIC HANGING JEWEL,BLUE",3,2011-11-20 15:35:00,0.38,15533.0,United Kingdom,1.1400000000000001,2011,11,20,15
577554,72800B,4 PURPLE FLOCK DINNER CANDLES,1,2011-11-20 15:35:00,2.55,15533.0,United Kingdom,2.55,2011,11,20,15
577554,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,2011-11-20 15:35:00,2.55,15533.0,United Kingdom,2.55,2011,11,20,15
577554,72799E,IVORY PILLAR CANDLE SILVER FLOCK,1,2011-11-20 15:35:00,2.95,15533.0,United Kingdom,2.95,2011,11,20,15
577557,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2011-11-20 15:36:00,0.42,15426.0,United Kingdom,0.42,2011,11,20,15
